laptop_names,laptop_prices,laptop_reviews,laptop_links
"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Space Gray","88,990",6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjY4NTE1ODMyMjY2MDQ0OjE3NDUzNDg4OTg6c3BfYnRmOjMwMDM5Mjk2MzMyNzAzMjo6MDo6&url=%2F2022-Apple-MacBook-Laptop-chip%2Fdp%2FB0DLHGQ17K%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.HDw86R7tqNWrotnyz1J7S23tMfd2e1tqrZRgcX7QipccVia95OqoSDOuxQCdnBQTgHiGAg5HUM6-596UODQ3NSPXxBQMKwfwscL2JRCbkFN-uUT8qzlPU7P7kCixI_aF4P3BDOlfy2KlJErtvFndfmBkJcHOGqxGGefr4NcADp4QbtdeKStcWU25o5MfCH2EZCMkliwLCvNul2YzT_IuuGOpDCBIcmLXFl1oIXP15iM.Okq9B2nVBlOi-cxG7WQrLaOD7ttKjDOFv13NVRmgnSA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348898%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Midnight","98,990",9,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjY4NTE1ODMyMjY2MDQ0OjE3NDUzNDg4OTg6c3BfYnRmOjMwMDM5Mjk2MzMzMDAzMjo6MDo6&url=%2FApple-MacBook-13-inch-8%25E2%2580%2591core-Unified%2Fdp%2FB0DLHYCZMV%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.HDw86R7tqNWrotnyz1J7S23tMfd2e1tqrZRgcX7QipccVia95OqoSDOuxQCdnBQTgHiGAg5HUM6-596UODQ3NSPXxBQMKwfwscL2JRCbkFN-uUT8qzlPU7P7kCixI_aF4P3BDOlfy2KlJErtvFndfmBkJcHOGqxGGefr4NcADp4QbtdeKStcWU25o5MfCH2EZCMkliwLCvNul2YzT_IuuGOpDCBIcmLXFl1oIXP15iM.Okq9B2nVBlOi-cxG7WQrLaOD7ttKjDOFv13NVRmgnSA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348898%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 24GB Unified Memory, 512GB) - Silver","1,64,900",4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ4NjMyOjowOjo&url=%2FApple-MacBook-15-inch-10-core-Unified%2Fdp%2FB0DZDQR47H%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 24GB Unified Memory, 512GB) - Midnight","1,39,900",21,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3MjMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDBZBVC%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Lenovo IdeaPad Slim 1 Intel® Celeron® N4020 15.6 inch (39.6cm) Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home & Student 2024/1Yr ADP Free/Cloud Grey/1.54Kg), 82V700L2IN","24,990",9,https://www.amazon.in/Lenovo-IdeaPad-Celeron%C2%AE-Windows-82V700L2IN/dp/B0DWSZ4MD8/ref=sr_1_19?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-19
"Acer ALG Intel Core i5-13th Gen 13420H Processor, NVIDIA GeForce RTX 3050-6GB DDR6(16 GB RAM/512GB SSD) FHD, 15.6""/39.62cm, 144Hz,Windows 11 Home, Steel Gray, 1.99kg, AL15G-53, Gaming Laptop","63,999",1,https://www.amazon.in/Acer-i5-13th-Processor-3050-6GB-AL15G-53/dp/B0DXVGVNKN/ref=sr_1_20?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-20
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",19,https://www.amazon.in/Lenovo-V15-i7-1255U-Windows-82TTA073IN/dp/B0DDY3XT48/ref=sr_1_21?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-21
"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty with MS Office","44,988",10,https://www.amazon.in/Lenovo-i7-1255U-4-70Ghz-Windows-Warranty/dp/B0F32ZBDNJ/ref=sr_1_22?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-22
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Grey, 1.59kg), Anti-Glare, Micro-Edge,15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0006TU","38,390","1,951",https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-15-6-inch/dp/B0C3RF3HT3/ref=sr_1_23?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-23
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (39.62cm) FHDIPS300 Nits Thin&Light Laptop (16GB/512GB SSD/Intel UHDGraphics/Win11/Office Home 2024/1YrADP Free/ARCTIC-Grey/1.6Kg), 83EM00GTIN","64,490",876,https://www.amazon.in/Lenovo-i7-13620H-UHDGraphics-ARCTIC-Grey-83EM00GTIN/dp/B0DL5N2TFC/ref=sr_1_24?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-24
"Acer Aspire 3, Intel Celeron N4500 Processor(8GBRAM /512GB SSD) HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45 Thin and Light Laptop","22,990",280,https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_25?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-25
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 2021, Mixed Black, 1.63KG, E1504FA-NJ542WS, Alexa Built-in, Thin & Light Laptop","40,990",160,https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_26?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-26
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 14‑core CPU and 32‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage; Space Black","3,09,990",4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfbXRmOjMwMDM5Mjk2MzMyNzgzMjo6MDo6&url=%2FApple-MacBook-Laptop-14%25E2%2580%2591core-32%25E2%2580%2591core%2Fdp%2FB0DLHGCB3C%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey","1,18,990",6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfbXRmOjMwMDM5Mjk2MzMyOTIzMjo6MDo6&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0DLHDMN75%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer One 11 Intel Celeron N4500 (Windows 11 Home/ 8 GB/ 256 GB SSD) 29.64 cm (11.6"") Anti Glare HD Laptop, Z8-284, 1.1 KG, Deep Blue","17,990",21,https://www.amazon.in/Acer-Celeron-Windows-Laptop-Z8-284/dp/B0CHRNQBCR/ref=sr_1_29?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-29
"Dᥱll Latitude E7470 Laptop 6th Gen Intᥱl Core i5 Thin & Light (256 GB SSD| 16 GB DDR4 RAM|14"" (35.6 cm) HD|Win 10|MS Office|WiFi|BT|Intᥱl HD Graphics) (Rᥱfurbishᥱd)","16,990",0,https://www.amazon.in/Latitude-Laptop-Office-Graphics-R%E1%A5%B1furbish%E1%A5%B1d/dp/B0F4XFP1M4/ref=sr_1_30?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-30
"Acer Aspire Lite, AMD Ryzen 5-5625U, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, Premium Metal Body, AL15-41, Thin and Light Laptop","34,490","1,165",https://www.amazon.in/5-5625U-Premium-Windows-AL15-41-Display/dp/B0DG2GCTD7/ref=sr_1_31?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-31
"Dell [Smartchoice] Windows 11 Home 3520 Laptop, Intel Core i3-1215U, 12Th Gen (8GB RAM /512GB SSD /Window 11 /MS Office' 21 /15.6""(39.62 Cm) FHD Display /15 Month Mcafee /Black /1.69Kg Thin & Light","33,990",668,https://www.amazon.in/Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_32?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-32
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","60,990","6,651",https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_33?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-33
"HP 15, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu","50,990",601,https://www.amazon.in/HP-Keyboard-15-6-inch-fy5009TU-fd0111tu/dp/B0D4M66F6R/ref=sr_1_34?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-34
"Lenovo IdeaPad Pro 5, Intel Core Ultra 9 185H, 32GB RAM, 1TB SSD, 2.8K-OLED 400Nits 120Hz, 14""/35.5cm, Windows 11, MS Office 21, Grey, 1.4Kg, 83D2001GIN,IntelArc GPU, FHD+IRCam, AI Powered Laptop","1,09,990",118,https://www.amazon.in/Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_35?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-35
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","21,990",280,https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_36?dib=eyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4&dib_tag=se&keywords=laptop&qid=1745348912&sr=8-36
"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Space Gray","88,990",6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfYnRmOjMwMDM5Mjk2MzMyNzAzMjo6MDo6&url=%2F2022-Apple-MacBook-Laptop-chip%2Fdp%2FB0DLHGQ17K%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, 35.97 cm (14.2″) Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage; Silver","1,62,990",1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE2Mjc4NzMzNTkyMTM0OjE3NDUzNDg5MTI6c3BfYnRmOjMwMDM5Mjk2MzMyOTczMjo6MDo6&url=%2FApple-2024-MacBook-Laptop-10%25E2%2580%2591core%2Fdp%2FB0DLHNB9MY%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.8OPEXimKUJs1IlJQIBsxz5kvs-hrjkjaeq2-XPmCb8p6t6V4cnfEM2PaxxW2WNg1wILM7W8XfPcauU5BP25UB1-qaAwL9STMMpfnbBXpcsPk7tP32oGY_nULjiVDjxwHi_QdfGijZYpyqgjn_ZdBhhP7khq_dRYieXp1vElJgZTp5GrLOJL665TKO0b-NSsWKmxZje6mKaYmjvmU-UMGlqfCQ4tFO844eANREqBJAHM.AGxf84mT04teFv1c52hUqipeJ8Sts2cXFkA6KtMgTd4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1745348912%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
